17429191486168765	17429191486168789
17429191486168740	17429191486168740
17429191486168750	17429191486168758
17249198799303544	17249198799303568
17249198799303569	17249198799303571
17249198799303542	17249198799303543
17429191486168718	17429191486168739
15983199258495785	15983199258495794
15983199258495796	15983199258495820
15983199258495746	15983199258495770
17249198799305076	17249198799305093
17249198799305094	17249198799305118
17249198799305294	17249198799305318
17249198799305269	17249198799305293
17249198799305244	17249198799305268
17249198799305194	17249198799305218
17249198799305219	17249198799305243
17249198799305169	17249198799305193
17249198799305144	17249198799305168
17249198799305119	17249198799305143
17249198799305020	17249198799305043
17249198799305519	17249198799305519
17249198799305369	17249198799305393
17249198799305344	17249198799305368
17249198799305319	17249198799305343
17249198799305044	17249198799305068
17249198799305394	17249198799305418
17249198799305494	17249198799305518
17249198799305469	17249198799305493
17249198799305444	17249198799305468
17249198799305419	17249198799305443
15507199283246456	15507199283246705
17249198799303244	17249198799303268
17249198799303194	17249198799303218
17249198799302794	17249198799302818
17249198799303169	17249198799303193
17249198799303144	17249198799303168
17249198799303119	17249198799303143
17249198799303269	17249198799303290
17249198799302791	17249198799302793
17249198799303094	17249198799303118
17249198799303069	17249198799303093
17249198799303219	17249198799303243
17249198799303044	17249198799303068
17249198799303019	17249198799303043
17249198799302994	17249198799303018
17249198799302969	17249198799302993
17249198799302944	17249198799302968
17249198799302919	17249198799302943
17249198799302894	17249198799302918
17249198799302869	17249198799302893
17249198799302824	17249198799302843
17249198799302847	17249198799302848
15983199258496071	15983199258496095
15983199258496096	15983199258496099
15983199258495671	15983199258495695
15983199258495646	15983199258495670
15983199258495596	15983199258495620
15983199258495621	15983199258495645
15983199258495571	15983199258495595
15983199258495946	15983199258495970
15983199258495971	15983199258495995
15983199258495996	15983199258496020
15983199258496021	15983199258496045
15983199258496046	15983199258496070
15983199258495565	15983199258495570
17249198799283319	17249198799283568
17249198799283119	17249198799283143
17249198799283070	17249198799283093
17249198799283294	17249198799283318
17249198799283269	17249198799283293
17249198799283244	17249198799283268
17249198799283219	17249198799283243
17249198799283194	17249198799283218
17249198799283169	17249198799283193
17249198799283569	17249198799283593
17249198799283594	17249198799283604
17249198799283094	17249198799283118
17249198799283144	17249198799283168
14049192565771316	14049192565771339
14049192565771365	14049192565771389
14049192565771340	14049192565771364
14049192565771273	14049192565771280
14049192565771310	14049192565771314
14049192565770619	14049192565770622
14049192565770617	14049192565770617
14049192565770637	14049192565770637
14049192565770636	14049192565770636
15648199290651486	15648199290651486
15698199292725656	15698199292725656
15698199292725680	15698199292725680
11088191431020817	11088191431020819
11088191431020810	11088191431020814
11088191431020805	11088191431020809
11088191431020796	11088191431020797
11088191431020820	11088191431020822
